From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,WS,WD,SR
12-10-2024 02:00,12-10-2024 03:00,102.33,242.23,23.96,53.13,47.74,41.43,9.71,0.8,6.86,3.54,3.77,2.72,4.2,2.58,36.66,76.8,0.11,199.48,5.38
12-10-2024 03:00,12-10-2024 04:00,83.65,228.68,17.49,54.79,42.91,41.43,10.3,0.52,7.3,3.56,3.81,2.77,4.18,2.57,35.31,73.8,0.18,219.02,6.1
12-10-2024 04:00,12-10-2024 05:00,64.1,201.25,23.2,48.95,44.9,41.5,11.25,1.41,6.55,3.54,3.79,2.78,4.18,2.56,36.43,75.7,0.32,188.06,5.65
12-10-2024 05:00,12-10-2024 06:00,64.55,164.2,19.93,50.8,43.22,41.7,11.79,1.66,7.67,3.5,3.84,2.79,4.13,2.58,36.98,76.58,0.34,180.87,5.9
12-10-2024 06:00,12-10-2024 07:00,81.68,152.95,24.06,52.86,47.68,41.36,11.91,1.23,7.39,6.5,6.79,4.47,4.96,5.1,36.5,75.33,0.28,185.11,11.12
12-10-2024 07:00,12-10-2024 08:00,75.95,154.9,15.7,48.39,38.5,40.99,11.27,0.78,8.67,6.56,6.94,4.56,4.91,5.26,32.32,67.23,0.39,217.25,41.35
12-10-2024 08:00,12-10-2024 09:00,59.02,146.95,19.55,55.36,45.34,41.48,10.56,1.16,11.58,6.52,6.93,4.51,5,5.42,28.79,58.73,0.35,283.02,158.47
12-10-2024 09:00,12-10-2024 10:00,98.33,158.17,24.38,47.11,44.88,41.41,10.74,1.07,17.31,6.5,6.54,4.47,5.02,5.08,26.91,52.25,0.4,272.34,314.78
12-10-2024 10:00,12-10-2024 11:00,71.47,178.88,16.02,49.49,39.34,41.25,10.21,0.76,24.2,2.88,0.96,1.58,2.48,1.47,23.35,45.55,0.21,290.15,393.18
12-10-2024 11:00,12-10-2024 12:00,62.92,184.25,22.48,50.65,45.17,41,10.04,0.35,29.73,2.98,0.99,1.57,2.47,1.44,19.55,38.75,0.34,228.04,358.47
12-10-2024 12:00,12-10-2024 13:00,71.85,164.05,18.61,44.4,38.73,40.9,8.78,1.74,32.14,2.92,1.02,1.59,2.48,1.47,17.25,35.72,0.44,306.84,298.85
12-10-2024 13:00,12-10-2024 14:00,57.2,160.92,22.92,44.42,42.27,40.62,11.78,1.45,30.96,2.9,0.96,1.55,2.49,1.47,15.41,33.9,0.78,294.34,233.85
12-10-2024 14:00,12-10-2024 15:00,56.22,153.25,12.82,44.56,33.97,40.14,10.43,1.09,30.44,2.93,0.98,1.55,2.5,1.49,13.93,32.3,0.88,322.43,332.32
12-10-2024 15:00,12-10-2024 16:00,34.02,150.42,14.67,45.19,35.7,40.35,9.96,1.91,31.85,2.9,0.99,1.58,2.49,1.48,13.22,31.37,0.98,161.5,114
12-10-2024 16:00,12-10-2024 17:00,49.25,129.53,20.64,46.24,41.38,40.34,9.17,1.49,29.23,2.93,0.99,1.57,2.49,1.44,13.23,34.25,0.86,263.6,25.08
12-10-2024 17:00,12-10-2024 18:00,65.07,124.22,27.82,47.01,47.62,40.17,9.27,1.48,24.03,8.76,11.56,7.43,9.63,7.85,12.09,33.38,0.64,91.31,9.27
12-10-2024 18:00,12-10-2024 19:00,61.1,121.2,20.69,47.61,42.14,39.75,9.21,0.87,17.65,8.42,11.24,7.54,9.25,7.96,13.15,35.73,0.58,11,4.15
12-10-2024 19:00,12-10-2024 20:00,59.28,142.65,17.25,52.56,41.73,40.39,10,0.38,15.4,8.8,11.4,7.38,8.99,8.08,13.74,37.22,0.47,9.61,4.22
12-10-2024 20:00,12-10-2024 21:00,80.45,169.85,19.77,53.67,44.61,40.81,9.51,1.4,12.57,8.43,11.35,7.59,9.36,8.17,18.12,45.9,0.07,172.46,4.67
12-10-2024 21:00,12-10-2024 22:00,101.98,216.93,19.2,55.02,44.87,41.29,10.26,1.25,9.57,5.12,6.35,5.05,4.67,5.19,22.26,52.95,0.07,216.85,5.32
12-10-2024 22:00,12-10-2024 23:00,135.03,273.9,39.06,61.88,64.67,40.23,12.07,0.93,8.21,5.02,6.54,4.93,4.48,5.32,26.45,60.53,0.09,165.29,5.38
12-10-2024 23:00,13-10-2024 00:00,180.1,573.17,53.67,57.61,74.27,40.48,13.92,0.57,7.62,5.07,6.6,4.88,4.58,4.99,28.04,63.3,0.17,181.23,5.43
13-10-2024 00:00,13-10-2024 01:00,182.17,473.27,43.23,53.01,63.34,41.75,16.32,1.32,7.41,3.5,3.85,2.73,4.11,2.54,29.4,64.67,0.14,196.5,5.55
13-10-2024 01:00,13-10-2024 02:00,171.6,418.1,27.47,56.51,52.39,42.53,11.3,1.86,7.04,3.51,3.79,2.74,4.14,2.51,28.84,62.95,0.11,230.57,5.35
13-10-2024 02:00,13-10-2024 03:00,143.85,298.45,28.45,57.33,53.63,42.38,12.65,2.06,6.91,3.51,3.77,2.78,4.18,2.64,29.47,63.92,0.05,193.07,5.6
13-10-2024 03:00,13-10-2024 04:00,117.35,258.12,23.43,57.84,49.81,42.19,13.78,2.23,7.1,3.53,3.8,2.8,4.16,2.58,29.69,64.53,0.04,279.33,5.72
13-10-2024 04:00,13-10-2024 05:00,138.28,208.07,21,55.41,46.54,42.27,13.52,1.45,6.94,3.53,3.78,2.8,4.22,2.49,32.07,69.4,0.09,166.28,5.33
13-10-2024 05:00,13-10-2024 06:00,94.65,191.05,18.38,53.35,43.32,42,13.95,1.1,7.27,3.51,3.78,2.77,4.17,2.65,34.33,74.1,0.09,181.95,5.47
13-10-2024 06:00,13-10-2024 07:00,112.05,207.6,23.93,56.62,49.57,41.31,13.93,0.79,8.45,6.47,6.84,4.53,4.97,5.41,31.01,70,0.07,204.8,10.92
13-10-2024 07:00,13-10-2024 08:00,95.43,222.82,30.01,53.13,52.67,41.4,10.1,0.38,9.17,6.69,6.67,4.6,5.1,5.37,30.07,67.38,0.33,181.14,40.47
13-10-2024 08:00,13-10-2024 09:00,108.5,235.75,17.44,59.16,45.65,42,9.64,1.21,8.26,6.6,6.95,4.54,4.82,5.22,25.78,53.47,0.11,278.69,147.35
13-10-2024 09:00,13-10-2024 10:00,105.43,290.2,19.84,52.62,44.12,42.39,11.22,1.94,13.73,6.48,6.67,4.52,4.97,5.35,23.22,45.15,0.31,24.16,297.2
13-10-2024 10:00,13-10-2024 11:00,108.57,252.55,19.11,48.83,41.51,41.45,10.85,2.16,22.06,2.94,0.96,1.57,2.49,1.45,19.8,37.95,0.34,185.54,363.03
13-10-2024 11:00,13-10-2024 12:00,99.83,199.1,17.01,46.12,37.98,40.88,9.31,0.44,28.28,2.88,0.99,1.57,2.47,1.47,17.35,34.9,0.25,245.27,328.3
13-10-2024 12:00,13-10-2024 13:00,73.88,183.4,19.62,46.72,40.8,40.95,7.22,1.09,32.79,2.88,0.97,1.56,2.46,1.48,14.66,30.33,0.46,221.06,270.65
13-10-2024 13:00,13-10-2024 14:00,70.62,166.75,22.68,48.89,44.44,40.18,9.81,0.94,28.05,2.88,0.97,1.57,2.48,1.46,10.31,21.75,0.51,237.44,176.2
13-10-2024 14:00,13-10-2024 15:00,43.68,84.62,17.63,46.96,39.24,39.61,7.99,0.73,27.81,2.93,0.97,1.6,2.48,1.49,9.57,20.42,0.69,170.62,277.27
13-10-2024 15:00,13-10-2024 16:00,29.9,75.83,17.44,47.29,39.12,39.36,6.87,0.88,27.36,2.87,0.97,1.55,2.48,1.48,7.8,18.52,0.6,341.59,91.95
13-10-2024 16:00,13-10-2024 17:00,32.8,63.93,16.1,52.34,40.93,39.35,5.79,1.85,22.63,2.93,1.01,1.57,2.46,1.46,8.74,22.87,0.6,265.39,31.22
13-10-2024 17:00,13-10-2024 18:00,37.45,83.88,16.2,52.43,41.07,39.55,4.72,2.85,15.46,8.56,10.93,7.51,9.45,8.13,8.79,24.18,0.42,353.91,9.07
13-10-2024 18:00,13-10-2024 19:00,56.82,154.8,19.14,52.91,44.4,40,4.2,3.8,14.36,8.5,11.36,7.71,9.57,7.97,11.69,30.7,0.07,207.81,2.7
13-10-2024 19:00,13-10-2024 20:00,9,190.7,83.19,56.78,97.84,None,None,1.78,30.03,8.53,11.65,8.19,8.96,8.52,16.43,44,0.08,160.76,5.1
13-10-2024 20:00,13-10-2024 21:00,17.95,80.7,41.21,64.77,67.95,39.27,14.79,0.45,8.62,8.51,11.22,7.27,9.26,8.38,18.03,46.77,0.1,171.18,5.08
13-10-2024 21:00,13-10-2024 22:00,71.5,485.83,43.99,66.32,71,40.63,17.82,0.48,5.93,5.21,6.27,5.18,4.51,5.21,20.98,52.15,0.11,195.88,6.2
13-10-2024 22:00,13-10-2024 23:00,129.82,409.7,18.04,58.72,44.78,42.38,18.96,0.67,10.19,5.08,6.54,4.92,4.62,5.09,20.75,51.73,0.1,244.99,5.85
13-10-2024 23:00,14-10-2024 00:00,109.4,239.63,14.78,57.06,42.37,42.59,21.6,0.67,11.73,5.09,6.59,4.96,4.55,5.1,23.14,55.77,0.11,184.11,5.23
14-10-2024 00:00,14-10-2024 01:00,131.57,210.38,27.51,58.42,53.44,42.05,24.24,1.26,8.76,3.44,3.83,2.79,4.11,2.59,28.25,65.07,0.11,177.51,5.25
14-10-2024 01:00,14-10-2024 02:00,122.02,295.32,34.39,62.88,61.4,41.67,10.22,1.23,10.66,3.5,3.8,2.79,4.18,2.56,27.87,63.92,0.13,180.88,5.85
14-10-2024 02:00,14-10-2024 03:00,120.1,304.1,27.33,59.64,53.94,42.39,9.55,1.23,9,3.52,3.79,2.75,4.22,2.54,29.78,67.6,0.09,205.84,5.35
14-10-2024 03:00,14-10-2024 04:00,125.72,284.6,22.74,54.15,47.29,42.34,11.36,0.7,9.59,3.58,3.79,2.75,4.18,2.6,25.9,59.87,0.06,226.75,5.85
14-10-2024 04:00,14-10-2024 05:00,134.52,251.1,26.34,56.04,51.23,42.05,11.65,1.29,7.74,3.53,3.85,2.83,4.2,2.54,26.48,60.35,0.05,236.42,5.82
14-10-2024 05:00,14-10-2024 06:00,117.42,250.1,22.32,54.93,47.37,42,12.21,1.29,7.08,3.51,3.8,2.83,4.13,2.55,27.95,62.17,0.05,203.69,5.63
14-10-2024 06:00,14-10-2024 07:00,117.05,234.2,34.05,52.7,55.71,41.7,11.23,0.93,6.93,6.58,6.83,4.28,5.02,5.22,29.75,64.25,0.06,261.14,11.03
14-10-2024 07:00,14-10-2024 08:00,105.07,286.33,21.53,53.53,45.98,41.69,8.48,0.61,7.04,6.62,6.7,4.55,4.96,5.43,26.65,55.75,0.27,304.67,38.25
14-10-2024 08:00,14-10-2024 09:00,141.75,316.15,25.35,57.81,51.36,41.85,7.47,1.38,9.1,6.5,6.87,4.55,4.95,5.25,25.1,50.05,0.51,265.89,131.45
14-10-2024 09:00,14-10-2024 10:00,135.2,273.73,16.21,54.44,42.07,41.72,6.92,1.38,16.06,6.49,6.66,4.24,4.94,5.49,22.75,45.88,0.54,261.59,274.65
14-10-2024 10:00,14-10-2024 11:00,None,None,None,None,None,42.06,None,1.92,25.52,2.91,1.02,1.57,2.49,1.5,21.6,43.3,0.28,174.95,312.05
14-10-2024 11:00,14-10-2024 12:00,None,None,20.82,20.26,27.48,41.69,8.41,None,None,2.94,0.99,1.58,2.48,1.49,18.41,38.38,0.54,253.64,279.38
14-10-2024 12:00,14-10-2024 13:00,64,197,12.64,21.45,21.52,None,5.54,1.53,34.42,2.9,0.98,1.58,2.46,1.49,15.69,32.9,0.7,88.8,254.7
14-10-2024 13:00,14-10-2024 14:00,43.4,182.68,25.54,17.36,30,None,8.16,2.31,31.07,2.88,0.92,1.58,2.46,1.54,10.14,22.65,0.82,181.88,140.62
14-10-2024 14:00,14-10-2024 15:00,30.3,155.68,26.72,23.29,34.11,None,6.39,0.7,30.4,None,None,None,None,None,10.56,23.58,0.83,333.26,245.03
14-10-2024 15:00,14-10-2024 16:00,41.1,146.6,22.09,21.44,29.36,32.67,5.05,0.92,27.46,None,None,None,None,None,8.65,20.17,0.83,330.63,78.38
14-10-2024 16:00,14-10-2024 17:00,50.2,149.45,23.8,21.76,30.93,32.72,4.1,1.78,25.15,None,None,None,None,None,8.31,21.68,0.76,340.63,22.57
14-10-2024 17:00,14-10-2024 18:00,37.7,138.7,18.57,27.48,29.61,32.67,2.51,1.16,18.19,None,None,None,None,None,10.91,28.57,0.43,346.31,7.95
14-10-2024 18:00,14-10-2024 19:00,54,151.22,21.62,35.81,36.63,33.24,1.01,0.14,9.17,8.53,11.08,7.78,9.33,8.18,14.38,35.8,0.09,233.89,3.3
14-10-2024 19:00,14-10-2024 20:00,68.8,178.78,24.19,27.88,34.49,33.92,10.62,0.14,11.82,8.43,11.17,7.23,9.53,8.02,16.91,40.75,0.08,212.87,4.35
14-10-2024 20:00,14-10-2024 21:00,79.2,192.8,23.31,27.16,33.39,34.39,10.04,1.21,9.69,8.56,11.2,7.33,9.48,7.98,18.35,43.8,0.07,204.95,5.2
14-10-2024 21:00,14-10-2024 22:00,87.2,225.32,46.01,32.77,54.83,33.27,13.34,0.91,7.29,5.02,6.61,4.86,4.65,4.96,23.81,53.8,0.1,169.47,5.28
14-10-2024 22:00,14-10-2024 23:00,128.2,285.6,41.48,31.79,50.63,34.51,16.82,0.59,6.59,5.25,6.48,5.06,4.54,5.16,24.9,55.85,0.07,224.96,5.52
14-10-2024 23:00,15-10-2024 00:00,112.9,322.7,34.13,33.39,45.51,34.95,17.98,0.77,8.24,5.03,6.77,4.97,4.67,5.43,22.73,51.87,0.08,260.6,5.77
15-10-2024 00:00,15-10-2024 01:00,138.1,319.5,27.21,23.23,34.47,35.13,20.62,1.06,10.27,3.49,3.78,2.81,4.23,2.5,24.66,54.75,0.11,190.88,5.8
15-10-2024 01:00,15-10-2024 02:00,130.4,311,28.1,28.55,38.03,35.08,10.76,1.09,9.4,3.54,3.8,2.77,4.15,2.6,27.64,60.33,0.21,178.65,5.3
15-10-2024 02:00,15-10-2024 03:00,133.7,274.55,23.86,30.93,35.85,35.39,10.51,2.16,9.41,3.59,3.81,2.82,4.21,2.58,30.75,65.88,0.21,168.02,4.97
15-10-2024 03:00,15-10-2024 04:00,96.1,239.13,28.79,24.22,36.29,35.42,10.23,2.85,9.24,3.51,3.81,2.75,4.13,2.61,29.92,64.25,0.44,173.53,6.4
15-10-2024 04:00,15-10-2024 05:00,104.4,203.23,24.23,28.41,34.8,35.12,9.86,1.09,11.18,3.52,3.79,2.82,4.17,2.58,31.23,66.47,0.13,143.06,5.2
15-10-2024 05:00,15-10-2024 06:00,94.1,187.15,26.13,23.77,33.88,35.4,10.22,0.65,6.58,3.48,3.73,2.83,4.22,2.61,33.03,69.9,0.14,173.47,5.78
15-10-2024 06:00,15-10-2024 07:00,100,171.2,26.34,25.23,34.84,35.28,10.21,0.88,7.32,6.54,6.75,4.49,5,5.15,32.71,69.15,0.3,190.13,10.95
15-10-2024 07:00,15-10-2024 08:00,92.2,183.15,27.54,27.62,37.08,35.3,9.28,1.18,6.41,6.46,6.74,4.39,4.91,5.3,28.43,59.88,0.38,219.97,37.72
15-10-2024 08:00,15-10-2024 09:00,109.4,220.72,21.64,28.49,32.75,35.62,8.66,1.46,10,6.34,6.71,4.62,4.92,5.45,24.53,51.62,0.43,257.69,154.12
15-10-2024 09:00,15-10-2024 10:00,111.1,249.12,25.47,24.93,33.97,35.48,8.44,1.44,15.77,6.41,6.75,4.52,4.89,5.33,21.1,44.6,0.39,278.29,298.55
15-10-2024 10:00,15-10-2024 11:00,103,249.4,19.1,20.51,26.43,35.23,8.12,0.97,23.51,2.89,0.96,1.58,2.48,1.48,17.93,38.1,0.5,302.08,328.33
15-10-2024 11:00,15-10-2024 12:00,93.2,237.07,24.27,18.88,29.69,34.62,7.36,0.91,26.78,2.9,1,1.58,2.52,1.5,15.52,33.77,0.93,301.88,297.27
15-10-2024 12:00,15-10-2024 13:00,72.7,220.32,23.63,21.91,30.84,34.86,6.63,1.3,30.95,2.9,1.03,1.59,2.45,1.43,15.06,31.92,0.77,309.59,272.3
15-10-2024 13:00,15-10-2024 14:00,65,195.75,17.44,19.46,24.35,35.03,9.25,1.22,34.85,2.86,1.02,1.58,2.48,1.48,14.62,31.1,0.73,317.79,153.85
15-10-2024 14:00,15-10-2024 15:00,77,182.32,20.14,18.58,26.24,35.08,8.48,0.75,32.11,2.93,0.98,1.57,2.49,1.49,13.9,30.18,0.72,314.96,226.02
15-10-2024 15:00,15-10-2024 16:00,65.7,181.47,23.71,16.66,28.13,34.77,6.63,0.74,31.43,2.9,0.98,1.59,2.46,1.49,13.37,30.23,0.68,308.38,70.32
15-10-2024 16:00,15-10-2024 17:00,76.8,172.6,24.12,16.63,28.46,34.98,5.58,1.71,28.17,2.92,0.97,1.57,2.5,1.42,13.01,30.9,0.51,325.37,23.12
15-10-2024 17:00,15-10-2024 18:00,61.5,173.88,21.79,24,30.13,35.07,5.63,2.12,21.68,8.28,11.34,7.11,9.12,7.94,14.58,35.35,0.29,294.27,7.17
15-10-2024 18:00,15-10-2024 19:00,49.9,198.43,22.96,33.64,36.4,35.83,6.21,2.01,11.12,8.24,11.2,7.55,9.39,8.02,20.42,46.88,0.08,239.47,2.85
15-10-2024 19:00,15-10-2024 20:00,83.9,237.43,30.77,37.44,44.89,35.73,11.02,1.74,8.23,8.58,11.23,7.39,9.38,8.02,25.58,56.9,0.09,173.15,4.17
15-10-2024 20:00,15-10-2024 21:00,109,358.5,34.95,33.62,46.29,35.79,11.75,1,9.05,8.61,11.18,7.53,9.44,7.92,28.56,61.92,0.09,178.07,4.88
15-10-2024 21:00,15-10-2024 22:00,121.7,465.83,35.65,35.91,48.09,35.99,12.95,0.81,8.53,4.95,6.41,5.17,4.65,5.22,30.68,65.95,0.14,174.77,5.35
15-10-2024 22:00,15-10-2024 23:00,134.4,454.2,38.04,36.76,50.48,35.73,15.07,0.73,7.98,5.19,6.62,5.07,4.58,5.23,32.09,68.38,0.12,163.14,5.47
15-10-2024 23:00,16-10-2024 00:00,134.9,437.8,31.22,30.22,41.46,36.44,16.2,0.67,7.51,5.09,6.43,4.96,4.6,5.03,33.93,71.57,0.12,169.03,5.23
16-10-2024 00:00,16-10-2024 01:00,138.7,313.8,22.11,33.53,35.63,36.81,18.16,1.56,8.1,3.52,3.78,2.71,4.2,2.55,30.55,65.2,0.17,203.95,6.17
16-10-2024 01:00,16-10-2024 02:00,131.1,279.07,18.62,30.99,31.62,36.3,10.2,2.31,7.88,3.51,3.77,2.74,4.15,2.51,29.32,62.95,0.23,180.06,6.33
16-10-2024 02:00,16-10-2024 03:00,119.8,232.08,24.39,29.04,35.28,36.2,10.01,2.77,8.78,3.48,3.86,2.79,4.25,2.56,29.1,63,0.18,181.97,5.7
16-10-2024 03:00,16-10-2024 04:00,106.7,217.63,19.72,30.04,32.01,35.76,9.55,2.63,8.04,3.54,3.81,2.7,4.16,2.55,28.34,61.83,0.18,200.97,5.8
16-10-2024 04:00,16-10-2024 05:00,87.3,208.9,19.6,28.42,31.05,36,9.16,1.45,8.47,3.45,3.84,2.79,4.15,2.62,29.43,64.17,0.66,189.62,6.33
16-10-2024 05:00,16-10-2024 06:00,107.3,234.42,25.41,27.5,35.28,35.82,8.95,1.42,8.27,3.58,3.85,2.76,4.23,2.56,27.46,60.6,0.4,191.2,5.95
16-10-2024 06:00,16-10-2024 07:00,119.6,220.35,25.85,27.8,35.8,35.28,9.2,1.69,7.88,6.41,6.74,4.53,4.98,5.22,26.76,59.3,0.12,175.41,10.68
16-10-2024 07:00,16-10-2024 08:00,102.9,225.3,30.81,27.63,39.71,35.98,10.04,1.05,7.46,6.54,6.78,4.54,4.89,5.51,25.3,55.73,0.17,165.14,44.23
16-10-2024 08:00,16-10-2024 09:00,111.3,293.75,25.72,31.92,37.85,35.75,10.26,1.35,9.46,6.23,6.78,4.57,4.99,5.45,20.38,46.38,0.57,232.27,119.75
16-10-2024 09:00,16-10-2024 10:00,134,315.68,20.5,24.64,29.18,36.17,9.91,1.49,16.29,6.7,6.61,4.5,4.96,5.36,18.44,42.88,0.5,247.63,221.85
16-10-2024 10:00,16-10-2024 11:00,116.3,274.65,13.66,24.61,24.18,30.59,9.55,1.85,23.85,2.9,0.96,1.59,2.48,1.49,15.89,37.58,0.54,211.29,269.6
16-10-2024 11:00,16-10-2024 12:00,106.7,234.78,31.24,19.15,35.59,23.91,8.25,0.67,28.69,2.92,0.99,1.58,2.5,1.5,14.14,34.55,0.66,202.38,172.47
16-10-2024 12:00,16-10-2024 13:00,98.2,221.5,23.28,18.57,28.8,23.9,6.96,0.79,35.31,2.92,1.01,1.59,2.49,1.52,13.08,31.67,0.18,222.56,201.6
16-10-2024 13:00,16-10-2024 14:00,87.5,210.88,19.53,16.84,24.82,23.37,9.62,0.74,39.38,2.88,1,1.58,2.51,1.45,11.97,28.57,0.36,191.43,138.2
16-10-2024 14:00,16-10-2024 15:00,79.5,186.82,20.62,19.68,27.19,23.5,8.33,0.17,33.92,2.91,0.98,1.56,2.45,1.49,11.36,28.77,0.3,204.85,90.75
16-10-2024 15:00,16-10-2024 16:00,69.9,169.75,22.13,18.79,27.98,23.64,7.64,0.19,21.38,2.9,1,1.58,2.47,1.48,10.15,26.75,0.26,309.07,52.82
16-10-2024 16:00,16-10-2024 17:00,47.4,175.95,21.88,20.86,28.89,31.69,6.79,1.34,19.65,2.94,0.98,1.58,2.5,1.46,11.06,30.3,0.15,278.14,18.62
16-10-2024 17:00,16-10-2024 18:00,71.9,204.65,25.06,34.02,38.3,36.46,6.34,1.14,13.1,8.41,11.41,7.52,9.52,7.77,17.02,44.48,0.07,187.93,4.9
16-10-2024 18:00,16-10-2024 19:00,91.2,241.2,22.2,33.97,35.84,36.56,6.83,1.4,9.01,8.64,11.39,7.6,9.47,7.92,22.5,55.45,0.09,161.21,3.18
16-10-2024 19:00,16-10-2024 20:00,83.7,288.4,37.16,36.62,49.69,35.39,9.79,1.85,7.02,8.41,11.51,7.27,9.48,8.08,24.98,59.05,0.09,163.65,5.25
16-10-2024 20:00,16-10-2024 21:00,99.3,454.12,53.93,35.5,62.72,35.53,11.1,0.97,8.18,8.35,11.27,7.58,9.49,7.98,26.96,61.83,0.08,131.03,5.35
16-10-2024 21:00,16-10-2024 22:00,131.2,496,39.63,37.46,52.14,36.06,13.97,1,8.89,5.1,6.51,5.05,4.41,5.19,27.79,62.7,0.09,169.52,5.6
16-10-2024 22:00,16-10-2024 23:00,138.1,441.25,54.82,34.53,62.93,35.86,17.89,1.08,9.07,5.07,6.65,4.96,4.47,5.15,26.53,59.58,0.07,138.28,5.62
16-10-2024 23:00,17-10-2024 00:00,139.3,484.2,46.63,33.84,55.91,36.13,20.87,0.82,8.89,5.16,6.65,5.16,4.7,5.04,28.43,62.57,0.09,172.34,5
17-10-2024 00:00,17-10-2024 01:00,134.7,455.27,42.69,37.98,54.91,35.83,26.19,2.06,11.77,3.52,3.78,2.75,4.15,2.67,28.37,61.08,0.23,204.13,5.85
17-10-2024 01:00,17-10-2024 02:00,155.6,406.65,49.75,33.61,58.33,35.52,11.32,3.15,36.83,3.5,3.84,2.76,4.15,2.55,32.63,69.1,0.09,150.54,4.8
17-10-2024 02:00,17-10-2024 03:00,141.8,337.35,46.21,29.53,53.28,36.2,13.2,3.16,28,3.48,3.81,2.78,4.13,2.59,35.37,74.1,0.09,161.71,5.15
17-10-2024 03:00,17-10-2024 04:00,133.6,316.3,48.43,26.62,53.53,36.48,14.55,4.2,16.38,3.54,3.84,2.72,4.13,2.66,35.17,73.97,0.1,169.02,5.65
17-10-2024 04:00,17-10-2024 05:00,130.4,325.75,43.36,30.85,51.67,36.99,17.58,2.21,14.14,3.51,3.76,2.8,4.12,2.53,35.78,74.75,0.09,169.01,6.05
17-10-2024 05:00,17-10-2024 06:00,121.7,328.98,45.05,29.29,52.2,37.13,18.79,3.23,22.65,3.49,3.74,2.82,4.17,2.54,35.53,74.17,0.09,196.71,6
17-10-2024 06:00,17-10-2024 07:00,134.2,290.65,40.94,32.98,50.83,37.48,20.18,3.12,25.18,6.5,6.87,4.34,5.01,5.25,36.64,76.2,0.09,195.99,9.55
17-10-2024 07:00,17-10-2024 08:00,144.4,291.7,47.13,32.55,55.62,38.08,11.27,2.97,26.79,6.44,6.83,4.38,5.02,5.38,30.87,64.62,0.14,139.04,34.95
17-10-2024 08:00,17-10-2024 09:00,122.5,350.07,24.35,34.62,38.21,39.14,12.62,1.34,45.69,6.48,6.74,4.4,5.05,5.46,23.66,49.08,0.36,132.06,153.6
17-10-2024 09:00,17-10-2024 10:00,154.3,356.57,21.23,32.03,34.3,37.4,12.76,1.17,36.51,6.49,6.88,4.44,4.83,5.21,20.12,41.38,0.74,165.99,271.75
17-10-2024 10:00,17-10-2024 11:00,123.9,296.15,24.95,25.75,33.98,37.85,9.86,2.73,29.6,2.95,1,1.58,2.5,1.47,17.28,36.2,0.68,182.51,252.15
17-10-2024 11:00,17-10-2024 12:00,107.1,251.7,25.34,22.68,32.66,36.06,3.46,3.75,35.02,2.93,0.98,1.57,2.5,1.46,14.36,29.25,0.44,196.33,269.23
17-10-2024 12:00,17-10-2024 13:00,94.7,192.53,24.32,17.69,29.19,35.95,None,1.07,39.76,2.96,1.04,1.58,2.5,1.46,13.06,26.9,0.5,163.52,259.05
17-10-2024 13:00,17-10-2024 14:00,69,167.75,22.88,13.71,25.89,35.92,7.93,0.53,42.3,2.89,1,1.59,2.5,1.5,12.08,25.65,0.31,151.28,131.3
17-10-2024 14:00,17-10-2024 15:00,63.6,156.6,23.32,17.9,28.45,36.58,5.21,0.15,39.92,2.94,1.01,1.58,2.47,1.48,12.79,28.7,0.22,141.88,64.67
17-10-2024 15:00,17-10-2024 16:00,82.8,174.45,21.75,21.24,28.69,36.24,2.61,0.17,27.54,2.95,1.03,1.56,2.52,1.47,12.04,28.93,0.28,341.74,46.38
17-10-2024 16:00,17-10-2024 17:00,97,194.72,17.67,25.64,28,36.16,1.3,0.65,20.85,2.93,0.97,1.58,2.48,1.49,11.11,28.7,0.12,270.16,20.07
17-10-2024 17:00,17-10-2024 18:00,88.1,239.5,21.85,33.15,35.39,37.93,None,0.16,11.19,8.23,11.36,7.76,8.89,8,20.94,48.55,0.09,173.11,7.35
17-10-2024 18:00,17-10-2024 19:00,73.6,358.4,31.47,43.47,48.71,37.67,None,0.14,7.97,8.58,11.02,7.67,9.46,7.87,25.58,57.12,0.09,171.84,2.8
17-10-2024 19:00,17-10-2024 20:00,107.4,552.95,45.12,40.99,58.48,37.02,10.05,0.14,8.38,8.29,11.15,7.46,9.36,7.96,28.99,63,0.09,168.61,4.5
17-10-2024 20:00,17-10-2024 21:00,158.4,659.6,32.94,41.66,48.89,37.61,10.43,1.27,8.72,8.56,11.36,7.53,9.53,8.37,30.17,63.7,0.09,170.27,5.38
17-10-2024 21:00,17-10-2024 22:00,235,None,44.89,35.15,55.19,36.96,12.71,1.17,9.49,4.98,6.57,5.09,4.65,5.18,29.59,61.65,0.09,172.98,5.48
17-10-2024 22:00,17-10-2024 23:00,242.7,773.8,42.36,34.71,52.91,37.84,16.73,0.67,10.73,4.92,6.55,4.97,4.66,5.08,32.21,65.85,0.09,177.96,5.57
17-10-2024 23:00,18-10-2024 00:00,229.8,701.53,55.59,36.53,64.63,37.2,19.88,0.64,9.37,5.12,6.42,4.91,4.53,5.21,34.77,70.23,0.09,187.28,5.73
18-10-2024 00:00,18-10-2024 01:00,205.6,520.65,67.49,30.86,71.29,35.98,28.33,1.28,8.84,3.44,3.76,2.79,4.23,2.6,35.15,70.6,0.1,143.28,5.65
